,freight_value,price,payment_value,payment_installments
67079,17.96,159.9,177.86,3
55022,23.28,35.9,59.18,1
103569,17.07,89.9,106.97,1
22988,13.89,75.9,89.79,1
8760,7.87,61.49,69.36,1
91034,28.68,340.0,737.36,3
24699,21.89,199.9,221.79,3
11820,13.21,93.0,106.21,2
36178,18.23,14.0,64.46,1
81682,14.52,35.9,50.42,1
33425,7.74,124.9,132.64,6
20584,17.73,67.9,85.63,3
80646,18.21,493.0,511.21,8
60596,11.85,36.99,97.68,8
46227,10.96,39.99,50.95,2
26386,8.27,15.9,48.34,1
89518,25.12,81.9,107.02,2
29822,14.1,49.9,64.0,1
81157,133.69,830.0,500.0,1
34917,9.37,79.9,89.27,1
14566,20.98,69.9,181.76,1
101587,88.0,559.0,647.0,10
111359,21.3,146.99,168.29,5
59559,18.28,25.89,44.17,1
71322,16.31,79.0,95.31,2
92465,14.43,72.0,50.0,1
101305,17.06,49.99,67.05,3
47909,18.0,369.9,387.9,8
48413,18.25,53.04,71.29,1
28034,15.48,58.0,73.48,2
47826,13.34,49.9,126.48,3
55453,22.45,235.0,257.45,2
98700,35.87,78.9,64.09,1
81498,18.23,45.0,63.23,4
62377,16.79,27.9,44.69,2
107712,16.09,189.9,205.99,5
34745,8.02,109.9,117.92,2
95152,8.72,27.93,36.65,1
28156,23.61,96.8,240.82,8
90351,15.43,79.0,94.43,5
69003,14.7,499.9,514.6,2
90186,32.08,189.9,221.98,9
94427,13.97,55.9,69.87,1
2447,6.53,87.28,93.81,6
88866,18.23,24.97,86.4,1
40331,27.75,114.9,142.65,4
91064,18.26,144.0,162.26,1
88443,9.24,69.99,79.23,3
46631,33.09,211.9,244.99,1
86891,19.46,69.9,89.36,4
10021,21.35,53.9,75.25,7
59548,16.79,20.89,37.68,1
41698,27.33,143.8,171.13,7
58325,29.31,79.9,109.21,3
22976,21.69,119.85,243.14,4
21142,14.13,53.99,68.12,1
95955,18.23,29.9,96.26,1
33225,27.21,119.9,307.89,3
104552,7.87,42.9,50.77,2
9392,25.57,105.0,130.57,1
42009,19.7,199.9,219.6,1
77742,11.03,59.9,70.93,1
43396,28.11,75.5,103.61,4
36563,25.63,29.99,27.85,2
99252,38.33,82.17,30.0,1
5960,23.49,129.9,153.39,10
73447,23.05,160.0,183.05,8
64905,9.27,14.33,23.6,1
39625,84.66,399.99,484.65,3
80887,16.02,179.49,195.51,3
48862,28.5,278.25,306.75,1
46298,21.52,146.99,168.51,2
49791,16.39,109.0,125.39,3
83183,12.69,59.9,2.22,1
49301,5.29,50.0,111.7,2
11554,13.37,49.9,63.27,1
90402,11.73,12.99,24.72,1
79770,17.0,80.1,97.1,1
82140,16.39,89.9,106.29,1
42897,37.74,27.99,143.27,1
94506,18.47,95.2,113.67,6
64045,15.01,200.0,215.01,8
9420,25.57,105.0,130.57,3
12481,17.92,38.4,112.64,1
44105,8.67,189.9,198.57,1
107844,9.21,65.0,74.21,1
73604,17.63,17.0,69.26,1
93085,22.93,42.99,65.92,1
100080,7.39,16.88,24.27,1
37782,16.12,69.9,23.34,1
7879,7.39,21.99,29.38,1
22256,14.57,56.99,71.56,3
94941,9.09,105.0,114.09,1
105121,16.0,109.9,125.9,6
106184,29.22,625.6,654.82,10
34430,17.06,115.0,132.06,1
64363,15.56,45.9,61.46,2
13765,11.15,69.9,81.05,1
57527,10.96,15.75,26.71,1
69964,22.71,329.93,352.64,4
24418,22.98,56.99,64.11,4
47843,18.23,49.9,68.13,6
4293,22.06,49.0,71.06,1
76188,13.83,69.99,83.82,2
26894,11.99,69.9,81.89,1
55035,9.03,119.9,386.79,1
81173,45.56,255.0,300.56,8
45183,9.31,159.0,168.31,5
14830,20.32,39.0,129.55,1
85599,11.38,138.9,150.28,1
112271,15.1,29.99,45.09,4
38239,8.72,49.99,58.71,3
8440,13.01,49.9,62.91,1
57318,15.23,19.0,34.23,3
70919,27.98,236.9,264.88,5
110270,35.13,206.57,451.75,8
22964,19.75,79.9,99.65,1
86613,9.2,179.0,188.2,3
7578,18.23,24.99,43.22,2
33707,12.65,67.91,80.56,2
69900,18.58,164.33,182.91,1
110533,20.02,190.0,630.06,1
110415,15.67,274.99,290.65,6
102223,15.17,59.9,150.14,3
30904,11.86,72.99,84.85,2
95371,24.01,209.99,234.0,1
108182,12.48,42.5,54.98,5
107280,22.72,57.0,159.44,1
13195,17.92,38.4,168.96,10
37815,12.43,69.9,164.66,6
8875,11.85,37.49,49.34,1
84148,7.46,27.9,35.36,1
46796,15.58,117.9,133.48,4
98768,25.81,75.9,203.42,4
102291,14.44,185.0,199.44,1
60590,81.18,143.99,225.17,1
84276,7.46,27.9,35.36,1
3011,13.65,89.9,103.55,2
19447,7.78,69.0,76.78,3
95976,42.15,199.0,241.15,1
29892,18.2,89.1,107.3,1
27305,29.95,79.0,170.95,5
25983,7.78,30.5,38.28,1
10676,19.59,49.9,69.49,1
6779,16.36,104.9,121.26,1
98323,25.9,599.0,624.9,10
74143,16.01,180.0,196.01,1
31873,21.38,499.99,421.37,10
55762,8.72,29.99,38.71,1
63447,8.72,26.5,35.22,1
55247,39.46,170.0,209.46,1
15315,17.95,99.99,117.94,10
102965,9.62,9.9,109.4,1
47073,15.59,120.0,135.59,3
43079,13.33,29.99,86.64,2
29489,8.51,179.99,188.5,2
81237,19.54,49.5,69.04,2
91061,43.59,144.0,187.59,2
149,52.34,179.9,232.24,1
44050,7.95,29.9,37.85,1
90554,18.2,349.0,367.2,10
112341,72.91,150.4,669.93,10
84648,14.57,36.99,51.56,1
111313,19.32,30.0,49.32,1
9473,17.59,85.0,102.59,1
79786,62.66,499.0,561.66,1
29056,24.76,179.9,54.66,4
100751,15.1,29.0,88.2,1
41720,15.76,143.8,159.56,7
4727,32.0,39.9,129.2,8
107905,17.84,85.0,102.84,1
41810,39.28,179.9,553.46,10
91739,21.05,59.9,80.95,1
110858,15.88,160.0,175.88,10
50828,18.04,59.9,77.94,1
90114,15.23,24.99,40.22,1
51785,9.26,48.9,58.16,1
13915,36.08,108.0,432.24,1
65407,13.71,98.44,581.25,1
80447,64.74,572.0,636.74,1
31737,18.65,110.0,128.65,10
99704,19.07,180.9,199.97,8
100134,16.05,39.9,55.95,5
77074,15.38,39.99,110.74,8
24899,50.99,99.99,150.98,4
34705,58.9,194.9,137.14,3
89902,49.11,105.0,154.11,8
71585,19.72,69.2,88.92,1
73842,14.52,35.99,50.51,1
54393,8.27,32.0,40.27,1
5112,17.88,89.9,107.78,4
19183,17.65,49.0,209.94,3
111165,155.11,689.9,845.01,1
56136,14.64,66.9,81.54,1
7395,25.63,24.99,50.62,1
82447,10.28,219.0,229.28,10
1966,21.1,86.9,108.0,1
52368,18.23,12.0,30.23,1
38456,22.13,150.0,344.26,1
25756,27.33,85.12,112.45,10
92408,14.74,245.9,260.64,10
103157,24.24,195.5,219.74,7
838,21.35,99.98,727.98,10
107321,8.11,36.0,44.11,4
27471,15.1,19.9,70.0,2
43187,15.1,38.9,108.0,10
6048,12.86,74.9,87.76,8
61479,10.96,39.9,50.86,5
12229,28.17,299.0,62.7,1
35904,21.15,39.9,61.05,1
24643,25.3,159.9,185.2,1
33286,15.77,146.0,161.77,10
100976,16.44,240.9,257.34,10
21729,7.78,19.99,27.77,1
64011,15.81,152.0,167.81,5
7020,7.78,27.99,35.77,1
112537,19.32,41.76,61.08,1
110204,14.1,17.91,32.01,3
41007,10.04,89.99,100.03,5
8641,13.05,47.49,131.59,1
23025,8.64,37.95,93.18,1
97724,15.3,79.0,94.3,1
51719,19.92,135.9,155.82,6
1644,19.46,69.9,89.36,3
38532,8.36,29.0,31.99,1
28666,16.79,15.3,28.6,2
109791,15.17,59.9,75.07,1
2450,13.7,92.0,105.7,8
50662,59.55,53.9,113.45,1
61524,21.19,29.9,51.09,1
26717,18.0,89.0,107.0,2
87726,25.96,159.9,185.86,10
8788,22.06,19.49,41.55,1
69426,21.06,139.99,161.05,1
21776,8.72,56.99,65.71,4
18198,11.34,45.9,114.48,1
66124,50.85,29.99,80.84,4
63223,14.13,59.9,74.03,3
28904,36.37,149.9,50.76,1
60095,14.87,99.9,114.77,10
53859,16.99,79.0,95.99,1
16622,16.12,50.9,67.02,2
75780,11.85,24.5,36.35,1
74511,14.9,104.0,118.9,3
95035,19.86,129.9,149.76,10
111236,15.26,72.9,88.16,2
46375,60.29,248.99,309.28,4
40650,31.1,37.9,138.0,3
49524,16.78,75.0,91.78,1
51294,23.35,59.0,82.35,2
7737,7.39,24.99,32.38,1
93359,14.3,79.0,93.3,1
90476,22.34,58.9,81.24,1
82706,17.6,43.98,34.71,1
811,50.89,116.99,167.88,2
100023,9.41,94.9,104.31,2
105684,15.1,33.1,96.4,1
57734,16.29,75.0,182.58,1
38637,16.61,60.0,76.61,1
67747,16.34,83.36,99.7,3
75698,11.85,19.9,31.75,3
20258,7.74,69.0,76.74,1
89866,18.27,24.0,42.27,4
69494,11.85,10.99,68.52,3
90696,15.17,59.98,75.15,1
67841,12.74,57.31,70.05,1
69221,11.15,39.99,51.14,1
92083,27.2,159.99,187.19,1
17337,16.02,129.9,145.92,1
41438,27.05,117.3,144.35,2
110656,16.71,279.9,296.61,2
74154,16.6,120.0,136.6,2
50884,7.92,94.9,102.82,1
66548,14.1,47.9,62.0,4
102159,17.64,399.0,416.64,1
42090,36.02,102.9,138.92,2
58180,15.18,59.99,75.17,2
10443,13.44,59.9,73.34,1
96291,41.89,129.9,171.79,1
56199,6.41,23.89,355.29,1
92913,12.87,29.99,62.2,1
104742,19.26,195.99,215.25,4
97370,16.11,42.9,42.96,4
94757,14.1,29.9,44.0,1
27065,17.94,99.0,116.94,2
75962,14.57,99.99,114.56,10
7336,7.39,27.99,35.38,1
64698,8.11,39.9,48.01,1
78957,18.23,39.9,58.13,1
55360,13.9,235.9,249.8,1
100720,17.6,39.9,16.04,1
66789,25.49,65.99,44.01,1
44091,9.15,122.3,131.45,2
48939,11.09,69.0,80.09,1
28600,20.59,689.89,710.48,4
55364,29.35,295.0,324.35,1
33838,13.71,98.9,112.61,2
67543,9.34,54.9,64.24,1
97106,12.69,21.9,34.59,1
49994,23.58,154.89,178.47,6
87025,12.79,14.4,27.19,1
27803,20.08,120.0,140.08,7
6717,35.64,299.9,335.54,1
12490,38.52,35.0,73.52,7
84533,7.87,16.0,47.74,1
52174,9.34,29.9,241.17,6
40742,65.65,119.9,185.55,3
83618,27.37,136.9,328.54,10
5641,22.53,109.9,264.86,3
69936,14.66,112.33,126.99,2
32541,0.0,112.9,112.9,1
42501,7.78,18.9,22.13,1
70882,14.21,124.9,139.11,2
12650,9.6,35.0,178.4,3
59106,14.1,21.9,36.0,1
8682,8.27,65.0,73.27,3
36211,0.83,10.99,122.65,8
64496,40.0,349.9,389.9,1
46524,13.67,194.99,208.66,1
112440,16.78,49.9,66.68,1
79797,7.34,159.2,745.35,5
106050,11.39,33.41,43.12,1
38462,17.64,150.0,1005.84,8
32008,16.57,590.0,606.57,8
49243,11.73,50.0,61.73,2
64920,10.96,17.33,56.58,5
84308,10.98,319.0,329.98,2
73645,14.11,21.99,12.87,1
43325,17.02,109.9,126.92,3
61115,13.37,42.0,55.37,2
5832,16.79,24.9,83.38,8
23169,18.0,46.99,64.99,1
16245,17.16,129.99,147.15,3
74471,15.4,93.0,108.4,2
13041,20.84,38.4,118.48,1
47943,15.24,69.9,85.14,1
26494,17.63,53.9,71.53,1
46583,16.11,37.99,20.0,1
57222,18.93,89.9,108.83,1
21393,14.38,89.99,104.37,6
50332,13.44,59.9,73.34,1
82648,25.25,58.55,83.8,4
55905,8.72,20.0,28.72,2
105272,12.79,39.0,51.79,1
63919,14.26,94.0,108.26,1
49171,21.22,59.8,81.02,2
72462,15.37,39.0,54.37,1
92937,7.39,19.15,26.54,1
89397,21.39,129.0,150.39,3
6491,21.44,299.9,321.34,10
13048,19.44,35.0,108.88,1
45496,57.58,137.5,838.97,1
96018,20.18,64.9,170.16,2
72313,14.17,59.9,296.28,4
12325,30.12,250.0,280.12,1
12931,12.45,78.0,90.45,1
30114,17.2,135.9,153.1,1
84682,13.71,32.99,46.7,1
100607,9.03,39.99,98.04,1
47110,19.3,122.3,265.57,4
91648,5.61,52.5,166.61,10
12186,20.14,129.0,149.14,2
77046,9.12,109.99,119.11,2
42335,25.63,29.0,109.26,10
10053,19.59,49.9,69.49,1
32507,0.0,106.9,106.9,3
38267,43.54,180.0,223.54,4
91163,21.12,1260.0,1281.12,8
67290,17.92,49.9,67.82,1
6755,16.31,129.9,146.21,1
90638,15.1,49.9,65.0,1
20278,7.98,159.0,166.98,8
43920,19.77,122.73,142.5,1
96831,14.79,349.99,27.39,1
52014,15.16,59.0,148.32,4
22929,15.45,99.99,115.44,3
39897,8.35,27.5,35.85,2
92976,18.23,13.9,32.13,3
90691,18.28,24.99,43.27,1
33420,16.0,128.9,144.9,4
76338,16.79,25.0,41.79,3
70384,68.13,79.9,148.03,3
77210,22.85,50.0,72.85,3
36048,7.78,25.9,33.68,1
91942,19.93,98.7,100.0,1
21437,13.16,79.99,93.15,8
54036,17.4,164.9,182.3,2
102989,16.44,115.0,131.44,1
83361,13.14,240.0,253.14,2
7215,7.78,29.98,37.76,3
17933,16.32,98.72,115.04,2
54367,18.23,42.5,60.73,1
19484,15.99,79.0,189.98,6
37294,13.08,29.5,42.58,2
213,11.45,119.6,131.05,1
22353,15.15,56.99,72.14,3
10791,13.37,49.9,63.27,1
46058,10.95,18.9,57.99,1
101699,21.61,43.8,65.41,3
64833,17.96,149.9,167.86,3
84863,39.77,129.9,169.67,10
59468,7.78,9.9,17.68,1
13619,26.91,118.0,144.91,2
33730,18.69,159.9,178.59,1
49458,5.31,25.99,66.86,1
77376,18.23,39.0,57.23,1
70705,16.97,76.25,186.44,1
39053,7.39,19.99,54.76,2
9518,18.42,69.9,88.32,1
9845,13.44,59.9,146.68,1
35269,8.63,195.9,204.53,8
60129,16.95,99.9,116.85,5
112020,15.58,17.9,226.88,10
87105,69.13,284.0,353.13,4
76665,16.11,21.9,114.03,1
68048,18.79,98.7,117.49,2
106149,18.63,119.0,137.63,13
53759,16.79,1149.65,1166.44,8
104714,15.49,104.9,120.39,3
70076,15.79,39.9,55.69,1
94953,12.69,35.0,47.69,4
62887,19.86,87.99,107.85,5
73316,8.85,129.99,138.84,2
5707,13.65,89.9,103.55,1
89009,14.1,23.8,37.9,1
69950,38.39,119.33,110.41,1
59406,15.23,11.6,26.83,1
42555,17.81,80.52,196.66,2
54905,18.41,120.0,138.41,2
96389,59.14,259.0,318.14,4
90642,15.1,16.9,32.0,1
76734,18.29,59.0,77.29,1
29728,14.1,28.9,43.0,1
39087,15.1,32.99,48.09,1
32147,15.86,157.99,347.7,2
26546,13.54,59.49,73.03,3
69957,15.79,25.33,82.24,1
81879,14.13,54.9,69.03,2
6657,14.87,199.9,214.77,3
49730,16.16,285.0,301.16,10
36508,17.78,39.99,57.77,5
105019,12.79,12.99,25.78,2
82668,84.07,42.49,126.56,1
62961,16.11,25.6,41.71,1
68930,19.35,178.5,147.85,6
93913,11.85,49.9,61.75,6
79821,15.3,78.0,93.3,8
47465,14.59,59.9,148.98,3
14894,25.59,107.0,132.59,1
48400,15.93,167.92,183.85,1
79723,7.43,23.99,31.42,2
72514,8.32,150.82,159.14,5
36628,37.04,32.99,70.03,1
61695,31.68,24.9,56.58,2
60290,15.1,12.0,54.2,5
89011,21.15,23.8,44.95,1
86941,25.34,47.99,126.67,1
105544,12.69,39.99,52.68,1
42649,44.77,139.0,81.34,1
6100,14.52,24.9,118.26,1
28710,24.2,149.9,174.1,2
80979,7.78,44.49,52.27,1
19524,7.77,129.0,136.77,1
73466,16.08,189.99,206.07,2
32157,15.86,157.99,173.85,3
15194,10.96,39.9,50.86,1
323,32.82,79.98,676.8,1
90946,7.39,39.0,46.39,1
52720,15.65,110.32,125.97,2
65381,25.87,85.0,110.87,1
37712,12.43,69.9,82.33,1
19031,8.4,29.0,37.4,1
87555,8.72,16.9,11.0,1
78850,18.87,84.99,103.86,1
58947,15.1,9.0,24.1,1
20667,10.96,12.9,50.72,1
6231,12.19,99.9,112.09,1
34123,15.1,19.9,35.0,1
8563,9.27,29.0,38.27,1
73105,23.04,1106.99,1130.03,10
31228,7.78,13.99,43.54,1
11863,16.37,99.0,69.99,1
5938,17.88,89.9,107.78,3
77913,15.79,42.79,58.58,1
63476,18.23,3.9,44.26,1
46155,35.35,139.9,175.25,10
13774,39.78,39.0,726.05,10
107109,7.43,24.9,32.33,1
90738,104.81,599.0,703.81,1
68586,15.32,79.9,95.22,4
31384,8.72,33.99,22.43,1
78917,11.85,10.9,45.5,4
54719,23.42,89.0,224.84,10
14121,26.24,137.0,163.24,1
10888,13.43,59.0,144.86,2
58803,15.1,13.65,28.75,2
32048,13.92,180.0,193.92,1
33035,16.4,109.9,126.3,4
97849,14.17,59.99,74.16,3
87723,27.2,125.9,153.1,3
476,33.26,146.99,180.25,3
10550,17.67,59.9,155.14,3
101093,17.97,151.97,339.88,8
77375,7.78,39.0,46.78,1
14666,12.25,107.0,119.25,3
31982,13.75,155.0,168.75,8
89466,25.74,129.0,154.74,5
423,25.7,169.99,195.69,10
17317,20.99,129.9,150.89,10
48722,15.77,79.9,95.67,1
78788,15.19,62.8,77.99,1
57820,16.5,125.0,141.5,10
92466,14.43,68.0,243.29,10
100861,13.43,109.9,123.33,2
81562,8.61,249.9,258.51,8
30522,16.11,20.7,441.72,1
2605,13.68,86.9,100.58,2
79338,27.25,73.9,404.6,3
46048,15.1,18.9,34.0,1
96780,68.4,750.0,290.77,1
34499,34.4,62.0,152.94,1
48227,27.29,79.9,107.19,1
76512,17.43,99.0,116.43,4
50567,14.47,54.9,69.37,1
64825,18.39,239.9,258.29,10
61691,18.23,29.9,48.13,1
79192,14.35,99.9,232.72,4
64794,19.63,189.9,209.53,4
32906,16.7,278.0,294.7,8
77334,16.79,25.0,41.79,4
3095,18.59,143.0,223.79,6
94353,19.32,35.9,55.22,3
76093,18.33,64.99,83.32,3
46039,12.48,22.9,35.38,1
87956,16.05,134.9,150.95,2
34976,18.06,115.9,133.96,4
43385,16.6,32.64,98.48,1
24969,38.99,110.0,148.99,3
35058,12.96,53.79,66.75,2
101524,7.39,57.99,65.38,3
76684,10.96,22.0,131.84,3
52106,12.48,39.9,52.38,1
11040,8.11,53.9,124.02,2
33753,13.69,81.9,191.18,1
9451,17.19,39.9,57.09,3
15501,18.94,99.99,118.93,3
49680,9.3,292.0,301.3,1
98238,19.95,539.9,559.85,3
86037,15.1,21.99,37.09,1
58807,7.78,13.65,21.43,1
74044,14.44,44.9,59.34,1
8053,15.25,21.99,74.48,1
75608,31.73,139.4,171.13,4
87835,10.42,229.99,240.41,4
84734,15.36,68.0,83.36,1
88292,8.29,29.9,38.19,2
41092,0.06,49.24,140.51,7
102255,13.3,122.67,135.97,1
53119,11.85,19.74,31.59,1
69024,15.31,79.0,94.31,2
28012,14.32,83.9,98.22,2
105483,8.27,34.0,42.27,4
112219,76.23,2999.9,3076.13,10
31743,2.11,119.0,173.95,6
52783,7.64,110.32,117.96,2
77289,15.1,15.99,31.09,1
88982,24.75,89.0,113.75,2
101071,16.49,229.9,246.39,2
9122,9.07,190.0,398.14,2
8235,41.08,99.0,53.1,1
101486,59.28,93.5,336.86,1
39122,16.14,54.9,71.04,1
90689,18.51,58.5,77.01,1
7713,14.1,42.99,57.09,5
27759,41.53,79.0,120.53,3
104547,16.79,26.9,43.69,2
98355,18.23,7.0,50.46,5
39297,17.11,94.99,336.31,1
57244,32.28,135.9,168.18,1
49110,16.05,135.0,151.05,1
99589,7.39,15.9,23.29,1
73872,8.72,6.0,14.72,1
51398,19.84,249.0,268.84,10
107279,22.72,57.0,159.44,1
83380,9.44,88.9,98.34,1
18619,12.79,44.0,56.79,1
9636,31.02,19.9,101.84,1
14004,16.52,108.0,124.52,1
79088,22.27,170.0,769.08,2
13190,9.34,32.99,126.99,1
87798,15.94,168.99,184.93,1
55712,21.01,79.9,100.91,1
41358,11.85,16.0,55.7,5
97689,17.02,179.9,196.92,2
19376,17.63,29.0,39.89,1
69465,11.32,99.99,105.32,1
11541,17.16,59.9,77.06,1
71926,18.23,18.75,36.98,1
102375,29.58,389.0,418.58,6
37854,0.0,69.9,69.9,1
88570,22.41,45.9,68.31,5
71952,17.06,18.75,71.62,1
10010,17.6,49.9,67.5,2
97201,27.97,749.9,777.87,6
79661,44.49,99.0,143.49,1
98498,9.01,36.9,45.91,1
81428,22.52,115.0,137.52,1
64444,16.74,139.9,156.64,1
32339,12.76,179.9,50.0,1
43517,16.79,29.9,46.69,1
17792,22.19,151.8,386.17,1
78123,21.16,119.5,281.32,1
15829,23.49,129.99,153.48,3
100716,17.6,39.9,57.5,5
64109,38.25,158.0,196.25,2
104811,3.25,68.5,449.99,1
50569,18.2,56.9,75.1,1
4505,31.36,70.0,101.36,10
90499,18.33,65.0,83.33,1
101664,26.17,189.99,432.32,1
100996,19.15,114.0,133.15,1
59325,18.23,25.9,44.13,1
85980,25.63,27.9,53.53,1
21678,15.1,23.99,117.27,1
11861,13.24,98.0,111.24,2
46204,14.21,65.6,79.81,1
31166,14.1,10.99,50.18,3
84442,15.33,64.9,80.23,1
127,76.05,169.9,737.85,1
63403,46.77,629.0,675.77,3
24617,22.73,269.9,292.63,1
19181,7.39,49.0,56.39,1
101265,15.1,16.9,32.0,1
103080,23.13,89.9,113.03,2
85085,15.11,39.9,55.01,1
21163,14.13,53.99,68.12,1
14558,16.12,69.9,86.02,3
6110,7.75,24.9,32.65,1
60220,12.79,18.24,31.03,2
62777,17.6,38.89,56.49,1
102004,22.44,234.99,257.43,2
47247,18.6,104.99,185.25,6
29946,19.32,104.9,124.22,1
82272,16.11,49.9,66.01,5
42047,27.35,88.9,116.25,1
50280,18.73,59.9,78.63,1
66774,15.23,17.0,32.23,2
50206,17.24,151.0,168.24,7
65946,17.24,217.9,940.78,2
57838,12.33,119.0,131.33,3
103123,7.71,29.9,36.48,3
51615,20.74,99.0,119.74,2
108574,18.36,36.82,55.18,4
67774,16.05,26.9,2.3,1
92117,20.91,59.9,80.81,1
14161,44.64,120.0,164.64,1
55790,7.39,49.99,57.38,5
41127,16.6,39.0,55.6,1
56832,14.56,36.9,51.46,1
83281,14.66,69.9,84.56,1
9994,13.44,59.9,73.34,1
49263,11.73,50.0,61.73,2
31069,16.39,90.0,319.17,1
88419,103.89,540.0,643.89,8
84955,7.78,18.99,26.77,1
68518,9.34,15.9,50.48,1
84707,7.95,99.0,106.95,1
17805,17.67,59.89,77.56,1
81704,40.59,279.0,599.18,10
54813,12.04,119.99,264.06,4
46179,23.33,208.9,232.23,1
20989,8.38,56.1,64.48,2
5401,12.54,149.9,324.88,1
77983,14.23,125.0,696.15,1
102241,15.87,159.9,351.54,1
55477,17.7,180.0,197.7,4
39656,20.65,209.0,229.65,2
106312,7.39,23.0,30.39,1
20160,7.78,39.0,46.78,1
2726,12.69,49.9,62.59,3
19711,8.72,38.0,46.72,1
99280,16.74,109.9,126.64,1
59433,15.1,21.9,37.0,1
23716,15.34,118.9,134.24,1
33918,26.41,148.0,174.41,2
81133,8.43,95.0,103.43,2
83454,21.25,108.9,130.15,4
90529,15.38,89.0,104.38,1
43681,18.62,105.3,123.92,1
69112,10.75,499.9,510.65,3
5019,40.1,129.9,170.0,1
59908,14.79,99.9,114.69,1
91778,34.76,198.0,232.76,2
106196,12.06,79.9,91.96,1
76851,13.72,199.0,425.46,5
108598,8.72,34.0,85.44,1
84036,7.94,27.9,35.84,1
10312,12.44,59.0,141.9,1
32394,19.12,177.0,196.12,4
21089,29.54,62.0,240.08,8
7984,18.23,21.99,40.22,1
26466,9.28,59.9,164.08,5
29820,17.24,140.9,158.14,2
10765,13.44,59.9,73.34,4
104763,15.23,34.99,100.44,2
39354,15.45,99.99,115.44,10
102315,14.0,59.99,73.99,1
73665,18.35,34.99,53.34,1
75478,15.86,107.9,247.52,8
26135,10.96,34.9,45.86,4
106871,23.0,59.8,496.8,10
90934,27.45,129.0,156.45,1
34569,98.53,166.0,55.71,1
37572,13.08,69.9,248.94,2
47727,22.5,292.9,65.4,2
104137,10.21,199.0,209.21,2
43761,7.78,49.9,57.68,5
74983,12.79,49.9,62.69,1
38068,16.79,12.0,28.79,1
72270,16.11,7.5,94.44,1
51989,23.15,49.9,73.05,5
98812,12.14,149.9,162.04,3
69486,22.93,39.99,62.92,1
82835,15.73,139.9,155.63,6
104301,14.8,69.9,84.7,1
57749,15.17,60.0,48.71,1
36909,20.41,330.0,333.91,1
64187,15.04,205.0,440.08,4
1956,16.26,89.9,106.16,3
84847,11.85,49.9,61.75,3
8449,15.1,16.37,62.94,1
101942,12.94,332.64,45.58,1
14543,24.07,69.9,205.44,4
19212,7.78,29.0,36.78,3
41985,14.69,85.5,100.19,6
111232,16.32,35.28,154.8,10
78540,27.62,169.9,197.52,8
42138,9.34,29.9,39.24,1
70510,17.0,79.9,96.9,1
107819,11.85,10.99,91.36,1
40282,15.11,114.9,130.01,1
46081,12.48,14.9,27.38,1
48532,12.01,199.99,212.0,6
78834,13.18,89.9,103.08,4
2954,12.83,69.9,82.73,4
15100,7.81,79.9,87.71,4
34427,25.38,15.0,37.03,3
37263,14.13,35.0,49.13,1
78423,22.61,249.0,271.61,3
40374,13.07,103.9,116.97,4
88447,14.07,69.99,73.89,1
53005,15.1,21.99,37.09,1
11293,21.35,53.9,150.5,2
66532,17.35,129.9,147.25,5
112459,27.16,119.9,147.06,1
53432,12.48,13.07,2.61,1
53032,15.65,10.99,26.64,1
101214,11.9,529.89,541.79,10
107714,20.57,189.9,210.47,7
1795,31.6,135.0,166.6,1
77477,12.6,29.9,42.5,1
107143,18.26,97.99,31.73,1
13813,13.75,56.0,139.5,1
110023,92.84,399.0,491.84,1
45727,16.79,19.9,36.69,1
31043,7.78,10.0,17.78,1
2584,12.13,89.9,100.0,1
82385,43.14,104.9,148.04,3
13846,67.26,226.97,294.23,1
38001,19.32,33.0,209.28,1
70175,14.1,20.0,34.1,1
48414,18.43,122.99,141.42,4
41859,7.64,87.67,95.31,6
32842,31.58,899.99,931.57,10
26115,11.85,44.9,56.75,1
99311,8.64,69.9,78.54,1
66628,16.31,125.0,141.31,1
57927,13.99,138.0,151.99,3
44210,19.32,33.6,52.92,1
6695,12.43,134.9,147.33,2
87082,8.49,130.0,138.49,3
71237,27.23,98.0,125.23,1
91247,16.18,79.0,380.72,8
52708,7.64,110.32,25.0,1
6980,11.85,29.99,41.84,1
106702,27.38,1325.9,1353.28,1
88433,8.88,69.99,78.87,1
81307,13.07,69.9,82.97,1
71364,18.8,100.0,118.8,1
18035,4.52,22.9,192.5,1
83193,16.46,38.9,55.36,1
59769,14.79,99.9,114.69,1
67223,23.24,94.9,118.14,1
92236,11.74,16.9,28.64,1
45235,13.98,189.0,202.98,8
73669,20.4,25.99,46.39,4
60106,8.72,54.9,63.62,1
52976,17.78,12.97,30.75,1
100747,41.78,449.9,491.68,7
98556,9.34,43.0,52.34,1
45446,17.19,134.0,604.76,6
13579,42.62,234.0,276.62,5
78036,8.72,24.66,66.76,1
13020,45.0,370.0,415.0,4
50596,9.26,72.9,82.16,1
35211,27.24,279.9,307.14,3
17115,15.78,81.8,2.21,1
34271,9.37,79.9,89.27,1
109612,18.23,12.99,31.22,1
39200,14.29,99.99,114.28,1
30547,27.51,64.99,92.5,5
102063,17.09,119.34,136.43,5
89814,21.91,215.56,237.47,2
76627,16.79,39.58,56.37,1
77944,19.74,110.0,129.74,1
22868,15.84,56.99,22.83,1
34923,30.28,124.9,155.18,3
66942,35.35,104.99,95.1,3
68343,19.14,119.87,362.38,1
55139,15.11,26.7,11.81,1
6781,40.21,174.9,16.18,1
44315,11.98,36.2,48.18,1
